PK;NOMBRE;DESCRIPCION-ENTIDAD;HORARIO;EQUIPAMIENTO;TRANSPORTE;DESCRIPCION;ACCESIBILIDAD;CONTENT-URL;NOMBRE-VIA;CLASE-VIAL;TIPO-NUM;NUM;PLANTA;PUERTA;ESCALERAS;ORIENTACION;LOCALIDAD;PROVINCIA;CODIGO-POSTAL;BARRIO;DISTRITO;COORDENADA-X;COORDENADA-Y;LATITUD;LONGITUD;TELEFONO;FAX;EMAIL;TIPO;
4623697;Centro Deportivo Municipal Fuente del Berro;;"Horario de uso de las instalaciones deportivas   Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.   Horario de taquilla     De lunes a viernes, de 7 a 14  y de 14,30 a 23,30 horas.  Sbados, domingos y festivos, de 9 a 21 horas.    Horario de funcionamiento del centro     De lunes a viernes, de 7 a 24 horas.  Sbados, domingos y festivos, de 9 a 21 horas    Cierre completo del centro     Das 25 de diciembre, 1 de enero y 1 de mayo.";"Clases y escuelas deportivas     Pre-infantiles  (de 1 a 5 aos):  natacin.   Infantiles:  (de 6 a 14 aos, segn modalidades): aerbic, judo y natacin.   Jvenes y personas adultas  (de 15 a 64 aos):   acondicionamiento fsico, aerbic, aerobic/aero dance, aerbic/step, ciclo sala, fitness, gap (glteos, abdomen, piernas), judo, natacin, natacin de compensacin, natacin embarazadas, pilates, salvamento acutico y tonificacin.    Mayores 65 aos:  actividad fsica, gimnasia acutica y natacin.     Personas con discapacidad:  natacin.      Actividades para personas con discapacidad fsica:  natacin (todos los grupos de edad).        Equipamientos       Superficie total de las instalaciones:  2.845,79 metros cuadrados.   Unidades deportivas cubiertas:  piscina (vaso de 25 metros), sala multiusos (actividades), sala multiusos (ciclo) y sala de musculacin.    Solrium.        Accesibilidad:   1 ascensor y 1 gra de piscina.           Columna de rescate cardaco.";"Metro:  O'Donnell   Bus:  2 , 28 , 30 , 56 , 71 , 143 , C.   Bicicleta:  el centro dispone de  aparca bicicletas exterior  con capacidad para  8  bicicletas.   Servicio Bicimad , para consultar la estacin ms cercana, acceda al  mapa de geolocalizacin de las estaciones .";;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=f4a2318c05b24110VgnVCM1000000b205a0aRCRD;ELVIRA;CALLE;V;36;;;;;MADRID;MADRID;28028;FUENTE DEL BERRO;SALAMANCA;443566;4474779;4.042.171.956.854.870;-36.652.515.154.670.100;910 809 929;;info@cdmfuentedelberro.es;/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios; 
124194;Centro Deportivo Municipal Flix Rubio;;"Horario de uso  de las instalaciones deportivas  Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.   Horario de taquilla     De 9 a 20,30 horas, de lunes a domingo.    Cierre completo del centro    Mes de agosto y los das 24, 25 y 31 de diciembre, 1 de enero y 1 de mayo.";"Clases y escuelas y deportivas     Infantiles  (edad, segn modalidades): balonmano, ftbol, ftbol 5x5 y gimnasia rtmica.   Jvenes y personas adultas:  alineacin corporal, balonmano, clases variadas en programacin bimensual, circuito de tonificacin, combinada (pilates, yoga, taich), fitness, ftbol y pilates.   Mayores 65 aos:    acondicionamiento fsico.      Equipamientos     Superficie total de las instalaciones:  8.630 metros cuadrados.    Unidades Deportivas al aire libre:   bloque de escalada, campo de ftbol (csped artificial, convertible en 2 campos de ftbol 7), frontn corto, 2 pistas de baloncesto 3 x 3, 4 pistas de frontenis, pista de ftbol 5 x 5, 2 pistas de ftbol 1 x 1 (pistas pana), y pista polideportiva.   Unidades deportivas cubiertas:  pabelln polideportivo y sala de cardiovascular.     Oficina de promocin deportiva:     responsable de la coordinacin de Juegos Deportivos Municipales, Torneos y Circuitos Municipales, Copas de Primavera. Adems, ofrece informacin sobre las escuelas de promocin deportiva.";"Bus:  22, 23, 59, 79, 85 123, 130.   Metro:  Ciudad de los Angeles.   Renfe:  Villaverde Bajo.";;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=330d79262ef5d010VgnVCM1000000b205a0aRCRD;ALIANZA;CALLE;V;4;;;;;MADRID;MADRID;28041;LOS ROSALES;VILLAVERDE;441281;4467659;40.357.429.678.675.200;-3.691.528.804.696.940;913 180 435;;;/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CentrosDeportivos; 
4698;Centro Deportivo Municipal Gallur;;"Horario de uso de las instalaciones deportivas   Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.   Horario de taquilla     De lunes a viernes y festivos: de 8,30 a 21 horas.  Sbados y domingos: de 8,30 a 21 horas.   Por organizacin del servicio, se cierra los sbados, domingos y festivos de 9,45 a 10,15 horas.   Cierre completo del centro    Das 24, 25 y 31 de diciembre, 1 de enero y 1 de mayo.";"Clases y escuelas  deportivas     Pre-Infantiles  (0 a 3 aos):  matronatacin y natacin.   Infantiles : baloncesto, balonmano, ftbol, gimnasia artstica, gimnasia rtmica, natacin, natacin sincronizada, polideportiva, salvamento acutico, pre-tenis y tenis.   Personas jvenes y adultas:  (15 a 64 aos): aero gap, bailes, ciclo sala fitness, combinada (fitness/gap), gimnasia acutica (acuagim), natacin, natacin de compensacin, salud,  pdel, pilates, tenis y tonificacin.    Polideportivo (infantil), pdel (jvenes y adultos) ,  pdel en silla de ruedas (adultos).   Mayores de 65 aos  :  acondicionamiento fsico, combinada (acondicionamiento fsico musical/pilates), gimnasia acutica  /acuagim) y natacin.   Actividades para personas con discapacidad fsica:  natacin (infantil y adulta).    Equipamientos      Superficie total de las instalaciones:  63.896 metros cuadrados.     Unidades deportivas al aire libre:  frontn largo, 14 pistas de tenis y 12 pistas de pdel.     Unidades deportivas cubiertas:  frontn largo, 14 pistas de tenis 12 pistas de pdel, pabelln polideportivo, piscina (vaso de 25 metros y vaso de enseanza), sala de musculacin y sala multiusos (ciclo sala).     Oficina de promocin deportiva:    responsable de la coordinacin de Juegos Deportivos Municipales, Torneos y Circuitos Municipales, Copas de Primavera. Adems, ofrece informacin sobre las escuelas de promocin deportiva.     Ayudas tcnicas a la accesibilidad:  2 ascensores y 1 gra de piscina.     Columna de rescate cardaco.";"Metro:  Carpetana, Laguna.  Bus:  17 y 25.  Renfe:  Laguna.   Bicicleta:  el centro dispone de  aparca bicicletas exterior  con capacidad para  8  bicicletas.   Servicio Bicimad , para consultar la estacin ms cercana, acceda al  mapa de geolocalizacin de las estaciones .";;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=d92d79262ef5d010VgnVCM1000000b205a0aRCRD;GALLUR;CALLE;V;2;;;;;MADRID;MADRID;28047;LOS CARMENES;LATINA;437595;4472245;40.398.465.832.065;-37.353.834.506.869.200;915 251 059;;;/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios; 
51661;Centro Deportivo Municipal Gimnasio Moscard;;"Horario de uso de las instalaciones deportivas      Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.   Horario de taquilla     De lunes a viernes: de 8,30 a 20,30 horas.  Sbados, domingos y festivos: de 9 a 14,30 horas.    Cierre completo del centro     El mes de agosto y los das 24, 25 y 31 de diciembre, 1 de enero y 1 mayo.";"Servicios    Clases y escuelas deportivas     Pre-Infantiles  (de 3 a 5 aos): natacin, y educacin fsica de base (gimnasia polideportiva).   Infantiles  (de 6 a 14 aos): aerbic, gimnasia rtmica, karate shyto, natacin, natacin sincronizada, pdel,  educacin fsica de base (gimnasia polideportiva) y tenis.   Clases para jvenes y adultos  (de 15 a 64 aos): acondicionamiento fsico deportivo, aerbic, ciclo sala, combinada/aerbic, gim jazz, karate shyto, natacin, natacin de compensacin, pdel, pilates y tenis.   Actividades para   mayores de 65 aos:  actividad fsica y natacin.   Actividades para   personas con discapacidad fsica:  combinada y natacin (adultos y mayores).   Actividades para personas con discapacidad fsica sensorial (sordos):  actividad fsica y natacin (adultos y mayores).   Oficina de promocin deportiva:  responsable de la coordinacin deJuegos Deportivos Municipales, Torneos y Circuitos Municipales y Copas de Primavera, Adems, ofrece informacin sobre Escuelas de Promocin Deportiva.   Servicio de medicina deportiva:  fisioterapia del deporte.    Equipamientos     Superficie:  4.650 metros cuadrados.   Unidades deportivas al aire libre:  1 pista de pdel (cristal), 1 pista de tenis, 2 tenis de mesa.   Unidades deportivas cubiertas:  1 pabelln de gimnasia, 1 pabelln polideportivo, 2 piscinas de 25 metros, 2 salas multiusos, 1 sala de fisioterapia y 1 sala de musculacin.   Ayudas tcnicas para la accesibilidad:  2 ascensores, 1 plataforma y 1 gra de piscina.   Columna de rescate cardaco.";"Metro:  Avenida de Amrica, Cartagena, Diego de Len.   Bus : 1, 115 , C   Bicicleta:   El centro dispone de  aparcabicicletas  exterior  con capacidad para  25  bicicletas.   Servicio Bicimad , para consultar la estacin ms cercana, acceda al  mapa de geolocalizacin de las estaciones .";;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=c7cee7510551c010VgnVCM2000000c205a0aRCRD;PILAR DE ZARAGOZA;CALLE;V;93;;;;;MADRID;MADRID;28028;GUINDALERA;SALAMANCA;442795;4476586;40.437.945.289.676.900;-3.674.502.029.997.260;913 553 201;;idmgmoscardo@madrid.es;/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios; 
4680;Centro Deportivo Municipal Hortaleza;;"Horario de uso de las instalaciones deportivas   Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.   Horario de taquilla:      De lunes a domingo: de 8,30 a 20,30 horas.    Cierre completo del centro    Das 24, 25 y 31 de diciembre, 1 de enero y 1 de mayo.";"Clases y escuelas deportivas     Pre infantiles  (0 a 3 aos): natacin.   Infantiles  (edad, segn modalidades): aerbic, bdminton, gimnasia rtmica, karate shyto, natacin, pretenis y tenis.   Personas jvenes y adultas:  aerbic, aero gap, bdminton, carrera acutica (acuarunning), combinada  de compensacin (gimnasia/natacin), estiramientos/relax, gap (glteos, abdomen, piernas), gimnasia suave, fitness, natacin, natacin de compensacin, natacin embarazadas, pdel, pilates y tenis.    Mayores 65 aos  :   acondicionamiento fsico y natacin.   Actividades para personas con discapacidad fsica:    natacin (adulta e infantil).        Equipamientos       Superficie total de las instalaciones:  46.956 metros cuadrados.   Unidades deportivas al aire libre:   campo de ftbol (de tierra /   fuera de servicio),   piscina (vaso de 50 metros, vaso de enseanza y vaso infantil), 4 pistas de pdel (adaptadas), pista polideportiva y 2 pistas de tenis.     Unidades deportivas cubiertas:   pabelln polideportivo, piscina (vaso de 25 metros), sala multiusos (ciclo-sala) y sala de musculacin.    Accesibilidad:   2 gras de piscina.    Columna de rescate cardaco.";"Metro : Parque de Santamara, Hortaleza.   Bus:  9, 107, 172.   Bicicleta:  el centro dispone de  aparca bicicletas exterior  con capacidad para 5 bicicletas.   Servicio Bicimad , para consultar la estacin ms cercana, acceda al  mapa de geolocalizacin de las estaciones .";;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=705d79262ef5d010VgnVCM1000000b205a0aRCRD;ESTACION DE HORTALEZA;CARRETERA;V;11;;;;;MADRID;MADRID;28033;APOSTOL SANTIAGO;HORTALEZA;444784;4481305;404.787.279.264.401;-36.527.183.525.553.000;913 821 965 / 913 818 260;;idmhortaleza@madrid.es;/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios; 
4704;Centro Deportivo Municipal Jos Mara Cagigal;;"Horario de uso de las instalaciones deportivas  Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.   Horario de taquilla    De lunes a domingo de 8,30 a 20,15 horas.    Cierre completo del centro        Los das 24, 25 y 31 de diciembre, 1 de enero y 1 de mayo.";"Clases y escuelas deportivas     Pre-Infantiles  (0 a 3 aos): natacin.   Infantiles  : baloncesto, balonmano, natacin, pre-tenis, tenis y triatln.     Jvenes y personas adultas : acuagim, baloncesto, circuito de tonificacin, combinada (fitness/ natacin), estiramientos, fitness, gap, gimnasia de compensacin, hbitos saludables, natacin, natacin compensacin/salud, natacin embarazadas, natacin jvenes, nrdic walking, pilates, salvamento /socorrismo y tenis.    Mayores de 65 aos:  acondicionamiento fsico carrera acutica (acuarunning), estiramientos, gimnasia acutica (acuagim) y natacin.   Programa deportivo en la calle : caminar por Madrid.   Actividades fsico deportivas para centros escolares:  aula deportiva municipal.    Equipamientos      Superficie total de instalaciones:   18.850 metros cuadrados.     Unidades deportivas al aire libre:      piscina (vaso de 50 metros vaso de recreo y vaso infantil) y 5 pistas de tenis.        Unidades deportivas cubiertas:   pabelln polideportivo, piscina (vaso de 25 metros), sala multiusos (gimnasio), sala multiusos (bdminton), sala de musculacin y 2 saunas.            Unidades auxiliares:   auditorio (cerrado), sala de fisioterapia/hidroterapia deportiva y 3 salas de reuniones.          Oficina de promocin deportiva:     responsable de la coordinacin de Juegos Deportivos Municipales, Torneos y Circuitos Municipales, Copas de Primavera. Adems, ofrece informacin sobre las escuelas de promocin deportiva.     Columna de rescate cardaco.";"Bus:   41, 46, 75.   Bicicleta:  el centro dispone de  aparca bicicletas exterior  con capacidad para  5  bicicletas.   Servicio Bicimad  , para consultar la estacin ms cercana, acceda al  mapa de geolocalizacin de las estaciones   .";;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=177d79262ef5d010VgnVCM1000000b205a0aRCRD;SANTA POLA;CALLE;V;22;;;;;MADRID;MADRID;28008;CASA DE CAMPO;MONCLOA-ARAVACA;437491;4475985;4.043.214.955.342.780;-37.369.645.992.831.300;"915 413 716                                                         
915 413 746";;;/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios; 
4623700;Centro Deportivo Municipal La Almudena;;"Horario de uso de las instalaciones deportivas  Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.   Horario de  Taquilla     De lunes a viernes, de 7,30 a 22,30 horas.  Sbados, domingos y festivos, de 8 a 21,45 horas.    Apertura y cierre del centro     De lunes a viernes, de 7,30 a 23,30 horas.  Sbados, domingos y festivos: de 8 a 22 horas.    Cierre completo del centro     Das 24, 25 y 31 de diciembre, 1 de enero y 1 de mayo.";"Clases y escuelas deportivas     Pre infantiles  (0 a 3 aos): matronatacin natacin.   Infantiles    (edad, segn modalidad): natacin, natacin (tecnificacin), waterpolo.       Adultos  : gimnasia acutica (acuagim), carrera acutica (aquarunning), fitness acutico, natacin, natacin embarazadas, natacin tecnificacin y natacin/triatln.        Mayores 65 aos : gimnasia acutica (acuagim) y natacin.        Equipamientos        Superficie total de las instalaciones:   6.903,80 metros cuadrados.      Programas mdico-deportivos:     fisioterapia deportiva y escuela de espalda.   Accesibilidad:   1 gra de piscina.";"Metro:  Alsacia.   Bus:  70 , 106 , 110.   Bicicleta:  el centro dispone de  aparca bicicletas exterior  con capacidad para  4  bicicletas.   Servicio Bicimad , para consultar la estacin ms cercana, acceda al  mapa de geolocalizacin de las estaciones .";;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=ff13318c05b24110VgnVCM1000000b205a0aRCRD;NICOLAS SALMERN;CALLE;V;8;;;;;MADRID;MADRID;28017;PUEBLO NUEVO;CIUDAD LINEAL;446349;4474634;4.042.060.649.869.600;-36.324.237.307.227.600;914 400 763 ;917 540 009;;/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Piscinas; 
4722;Centro Deportivo Municipal La Bombilla;;"Horario de uso de las instalaciones deportivas  Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.   Horario de taquilla    De lunes a domingos y festivos de 8,30 a 20,30 horas.    Cierre completo del Centro         Los das 24, 25 y 31 de diciembre, 1 de enero y 1 de mayo.";"Clases y escuelas deportivas     Infantiles  (edad, segn modalidad): pdel, pre-tenis y tenis.   Adultos   : pdel y tenis.     Mayores 65 aos  : pdel y tenis.        Equipamiento     Superficie total de las instalaciones:  8.061 metros cuadrados.   Unidades deportivas al aire libre:      2 pistas de pdel, 2 pistas de pdel (cristal), 5 pistas de tenis y 1 tenis de mesa.       Oficina de promocin deportiva:    responsable de la coordinacin de Juegos Deportivos Municipales, Torneos y Circuitos Municipales, Copas de Primavera. Adems, ofrece informacin sobre las escuelas de promocin deportiva.    Columna de rescate cardaco.";"Metro:  Prncipe Po.   Bus:  46, A, 160, 161.   Renfe:  Prncipe Po.   Bicicleta:   el centro dispone de   aparca bicicletas exterior   con capacidad para   14   bicicletas.    Servicio Bicimad  , para consultar la estacin ms cercana, acceda al   mapa de geolocalizacin de las estaciones  .";;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=5a6842be9971c010VgnVCM1000000b205a0aRCRD;SENDA DEL REY;CALLE;V;8;;;;;MADRID;MADRID;28040;CASA DE CAMPO;MONCLOA-ARAVACA;437917;4476038;4.043.266.791.217.280;-3.731.947.836.490.640;917 588 677;;;/contenido/entidadesYorganismos/CentrosEspaciosDeporte/PistasTenisBadminton; 
4697;Centro Deportivo Municipal La Chopera;;"Horario de uso de las instalaciones deportivas   Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.   Horario de taquilla    De lunes a viernes de 8,30 a 20,45 horas  Sbados y domingos de 8,30 a 14,30 horas.  Festivos cerrado     Cierre completo del centro     Mes de agosto y los das 24, 25 y 31 de diciembre, 1 de enero y 1 de mayo.";"Clases y escuelas deportivas        Infantiles y jvenes  (edad, segn modalidad): ftbol, pre tenis y tenis.   Jvenes y personas adultos  aerbic, fitness y pilates.   Mayores 65 aos : acondicionamiento fsico y pilates.   Programa deportivo en la calle  caminar por Madrid y marcha nrdica.    Equipamientos     Superficie total de las instalaciones:  13.350 metros cuadrados.   Unidades deportivas al aire libre:   campo de ftbol, 3 pistas polideportivas, 3 pistas de tenis, 3 pistas de pdel y circuito vita.     Ayudas tcnicas para la accesibilidad:  1 plataforma.    Columna de rescate cardaco.";"Metro : Atocha, Retiro.   Bus:  1, 2, 15, 19, 28, 146.   Renfe : Atocha.   Bicicleta:  el centro dispone de  aparca bicicletas exterior  con capacidad para 12bicicletas.   Servicio Bicimad  , para consultar la estacin ms cercana, acceda al   mapa de geolocalizacin de las estaciones  .";;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=a09842be9971c010VgnVCM1000000b205a0aRCRD;"FERNAN NU&Ntilde;EZ";PASEO;V;3;;;;;MADRID;MADRID;28009;LOS JERONIMOS;RETIRO;441823;4473675;4.041.166.321.237.760;-36.856.838.249.046.100;914 201 154 ;;;/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios; 
4674;Centro Deportivo Municipal La Elipa;;"Horario de uso de las instalaciones deportivas    Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.        Horario de Taquilla     De 8,30 a 20,30 horas.    Cierre completo del Centro     los das 24, 25 y 31 de diciembre, 1 de enero y 1 de mayo.";"Clases y escuelas deportivas     Infantiles    (edad, segn modalidad) :  bdminton, bateo en tnel, bisbol, ftbol (masculino y femenino), pdel y tenis.   Personas jvenes y adultas   : bateo en tnel, bisbol, combinada (tonificacin/pilates), fitness, musculacin, pdel, pickleball, pilates y tenis.     Mayores 65 aos:      acondicionamiento fsico, pilates y polideportiva.      Equipamientos      Superficie total en las instalaciones: 159.000 metros cuadrados.     Unidades deportivas al aire libre:    campo de bisbol, campo de bolos y petanca, 2 campos de ftbol (de csped artificial), 2 campos de ftbol 7 (de csped artificial),campo de sfbol (fuera de servicio temporalmente), 2 circuitos de automodelismo (radiocontrol de asfalto / radiocontrol de tierra, con cubierta), piscina (vaso de 50 metros, vaso de recreo y vaso infantil), 6 pistas de pdel (2 de cristal),pista polideportiva (con cubierta), 10 pistas de tenis, 11 tenis mesa y zona nudista.     Unidades deportivas cubiertas:    frontn, pabelln polideportivo, 2 salas multiusos (gimnasios) y sala de musculacin.     Unidades auxiliares:   aula  .     Oficina de promocin deportiva:     responsable de la coordinacin de Juegos Deportivos Municipales, Torneos y Circuitos Municipales, Copas de Primavera. Adems, ofrece informacin sobre las escuelas de promocin deportiva.";"Metro:  Estrella.   Bus:  71 , 113.   Bicicleta:  el centro dispone de  aparca bicicletas exterior  con capacidad para  30  bicicletas.   Servicio Bicimad  , para consultar la estacin ms cercana, acceda al   mapa de geolocalizacin de las estaciones .";;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=f6b842be9971c010VgnVCM1000000b205a0aRCRD;ALCALDE GARRIDO JUARISTI;CALLE;V;17;;;;;MADRID;MADRID;28030;MEDIA LEGUA;MORATALAZ;444349;4473952;4.041.433.123.768.480;-36.559.498.758.522.800;914 303 511;;;/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios; 
4694;Centro Deportivo Municipal La Fundi;;"Horario de uso de las instalaciones deportivas   Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.   Horario de taquilla     De lunes a viernes (incluido festivos): de 9 a 20:30 horas  Sbados y domingos (incluido festivos): 9: a 14:30 horas   Cierre completo del centro   Durante el mes de agosto y en los das 24, 25 y 31 de diciembre, 1 de enero y 1 de mayo";"Clases y escuelas deportivas     Infantiles   (edad, segn modalidades) : baloncesto, ftbol sala, gimnasia rtmica, karate kenpo, tenis y tenis de mesa.   Jvenes y personas adultas : aerbic, ciclo sala, combinada (actividad con msicas, tonificacin, fitness/ciclo sala), musculacin, pdel y tenis.   Mayores 65 aos : acondicionamiento fsico.     Equipamientos       Superficie total de las instalaciones:   11.866 metros cuadrados    Unidades deportivas al aire libre:  2 pistas polideportivas, 2 pistas de tenis y 2 pistas de pdel.   Unidades deportivas cubiertas:  1 pabelln polideportivo, 2 salas multiusos, y 1 sala de musculacin.    Oficina de Promocin Deportiva:  responsable de la coordinacinde Juegos Deportivos Municipales, Torneos y Circuitos municipales y Copas de Primavera. Adems, ofrece informacin sobre Escuelas de Promocin Deportiva.   Ayudas tcnicas para la accesibilidad:  1 plataforma.   Columna de rescate cardaco.";"Metro:  Legazpi, Arganzuela Planetario    Bus:  8, 19, 45, 47, 59, 76, 85   Bicicleta:   El centro dispone de  aparcabicicletas exterior  con capacidad para 5 bicicletas   Servicio Bicimad , para consultar la estacin ms cercana, acceda al  mapa de geolocalizacin de las estaciones .";;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=9b26b0c40971c010VgnVCM1000000b205a0aRCRD;ALICANTE;CALLE;V;14;;;;;MADRID;MADRID;28045;DELICIAS;ARGANZUELA;441329;4471761;4.039.437.715.885.100;-3.691.341.060.146.100;915 288 879;;idmarganzuela@madrid.es;/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios; 
104235;Centro Deportivo Municipal La Mas;;"Horario de uso de las instalaciones deportivas:     Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.   Horario de taquilla    De lunes a domingos y festivos de 8,30 a 20,30 horas.     Cierre completo del centro     Mes de agosto y los das 24, 25 y 31 de diciembre, 1 de enero y 1 de mayo.";"Clases y escuelas deportivas      Pre-infantiles   (0 a 3 aos): ftbol, gimnasia rtmica, matrogimnasia, matro-natacin y natacin.   Infantiles:  (edad, segn modalidades): aerbic, escalada, ftbol, gimnasia rtmica, natacin  y polideportiva.   Jvenes y personas adultas:  aerbic, ciclo sala, carrera acutica, (acuarunning), circuito de fitness, combinada  (fitness/tonificacin, fitnes/tonificacin, yoga/pilates, aerbic/pilates)  fitness, fitness acutico,  GAP , gimnasia acutica (acuagim),  natacin, natacin de compensacin, natacin espalda,  natacin embarazadas, natacin jvenes, pilates y pilates embarazadas.   Mayores de 65 aos:  acondicionamiento fsico y gimnasia acutica (acuagim y natacin).   Personas con discapacidad fsica:    natacin.        Equipamientos       Superficie total de las instalaciones:  41.700 metros cuadrados.   Unidades deportivas al aire libre:    campo de ftbol  y rocdromo.       Unidades deportivas cubiertas:   pabelln polideportivo, piscina (vaso de 25 metros y vaso de enseanza), sala de fisio, sala multiusos y sala de musculacin.       Oficina de promocin deportiva:    responsable de la coordinacin de Juegos Deportivos Municipales, Torneos y Circuitos Municipales, Copas de Primavera. Adems, ofrece informacin sobre las escuelas de promocin deportiva.    Ayudas tcnicas para la accesibilidad:  1 ascensor y 1 gra de piscina.   Columna de rescate cardaco.";"Metro:  Herrera Oria , Lacoma, Avenida de la Ilustracin.   Bus:  49, 64, 83, 124, 134.   Bicicleta:  el centro dispone de  aparca bicicletas exterior  con capacidad para  4  bicicletas.   Servicio Bicimad  , para consultar la estacin ms cercana, acceda al   mapa de geolocalizacin de las estaciones  .      Parking   pblico gratuito.";;"1,5,6";http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=15efe8ae8d81c010VgnVCM1000000b205a0aRCRD;MASO;CALLE;V;80;;;;C/V Ventisquero de la Condesa;MADRID;MADRID;28034;MIRASIERRA;FUENCARRAL-EL PARDO;439451;4481771;4.048.442.599.932.080;-37.144.222.564.719.800;917 397 555;;;/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios; 
